19시 10분 34초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 07초    6   21.43    1.02    7.14   21.43    0.00    2.04    0.00    0.00    0.00   46.94
19시 17분 07초    7   19.19    6.06    4.04   23.23    0.00    2.02    0.00    0.00    0.00   45.45
19시 17분 07초    8   22.34    5.32    5.32   25.53    0.00    1.06    0.00    0.00    0.00   40.43
19시 17분 07초    9   20.00    0.00    8.42   15.79    0.00    1.05    0.00    0.00    0.00   54.74
19시 17분 07초   10   18.09    1.06    9.57   17.02    0.00    3.19    0.00    0.00    0.00   51.06
19시 17분 07초   11   27.27    3.03    6.06   15.15    0.00    1.01    0.00    0.00    0.00   47.47

19시 17분 07초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 08초  all   19.93    5.99    7.01   19.93    0.00    2.82    0.00    0.00    0.00   44.31
19시 17분 08초    0   16.00    4.00    7.00   20.00    0.00    4.00    0.00    0.00    0.00   49.00
19시 17분 08초    1   16.33    9.18    6.12   25.51    0.00    3.06    0.00    0.00    0.00   39.80
19시 17분 08초    2   18.75    3.12    7.29   25.00    0.00    1.04    0.00    0.00    0.00   44.79
19시 17분 08초    3   21.74    4.35    6.52   27.17    0.00   10.87    0.00    0.00    0.00   29.35
19시 17분 08초    4   18.75   10.42    8.33   13.54    0.00    2.08    0.00    0.00    0.00   46.88
19시 17분 08초    5   23.71    6.19    7.22   18.56    0.00    2.06    0.00    0.00    0.00   42.27
19시 17분 08초    6   17.17    9.09    7.07   21.21    0.00    1.01    0.00    0.00    0.00   44.44
19시 17분 08초    7   14.89    1.06    6.38   22.34    0.00    2.13    0.00    0.00    0.00   53.19
19시 17분 08초    8   21.36    3.88    5.83   22.33    0.00    2.91    0.00    0.00    0.00   43.69
19시 17분 08초    9   23.16    6.32    6.32   15.79    0.00    1.05    0.00    0.00    0.00   47.37
19시 17분 08초   10   23.00    7.00   10.00   14.00    0.00    2.00    0.00    0.00    0.00   44.00
19시 17분 08초   11   24.24    7.07    6.06   14.14    0.00    2.02    0.00    0.00    0.00   46.46

19시 17분 08초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 09초  all   23.81    2.22    7.42   20.90    0.00    2.73    0.00    0.00    0.00   42.92
19시 17분 09초    0   40.62    1.04   12.50   13.54    0.00    2.08    0.00    0.00    0.00   30.21
19시 17분 09초    1   25.74    0.99    5.94   25.74    0.00    2.97    0.00    0.00    0.00   38.61
19시 17분 09초    2   15.62    0.00    5.21   23.96    0.00    3.12    0.00    0.00    0.00   52.08
19시 17분 09초    3   27.84    1.03    8.25   25.77    0.00   10.31    0.00    0.00    0.00   26.80
19시 17분 09초    4   30.30    5.05   11.11   15.15    0.00    2.02    0.00    0.00    0.00   36.36
19시 17분 09초    5   21.43    5.10    8.16   20.41    0.00    2.04    0.00    0.00    0.00   42.86
19시 17분 09초    6   13.98    0.00    5.38   24.73    0.00    1.08    0.00    0.00    0.00   54.84
19시 17분 09초    7   18.37    3.06    5.10   24.49    0.00    2.04    0.00    0.00    0.00   46.94
19시 17분 09초    8   18.56    3.09    5.15   23.71    0.00    2.06    0.00    0.00    0.00   47.42
19시 17분 09초    9   24.49    3.06    7.14   17.35    0.00    1.02    0.00    0.00    0.00   46.94
19시 17분 09초   10   25.74    1.98    5.94   19.80    0.00    1.98    0.00    0.00    0.00   44.55
19시 17분 09초   11   22.45    2.04    9.18   16.33    0.00    2.04    0.00    0.00    0.00   47.96

19시 17분 09초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 10초  all   26.51    0.00    8.47   18.04    0.00    2.60    0.00    0.00    0.00   44.38
19시 17분 10초    0   33.66    0.00    7.92   11.88    0.00    2.97    0.00    0.00    0.00   43.56
19시 17분 10초    1   27.18    0.00    8.74   16.50    0.00    0.97    0.00    0.00    0.00   46.60
19시 17분 10초    2   14.71    0.00    5.88   19.61    0.00    1.96    0.00    0.00    0.00   57.84
19시 17분 10초    3   55.10    0.00   18.37   10.20    0.00    8.16    0.00    0.00    0.00    8.16
19시 17분 10초    4   28.42    0.00    8.42   18.95    0.00    2.11    0.00    0.00    0.00   42.11
19시 17분 10초    5   26.60    0.00    7.45   19.15    0.00    2.13    0.00    0.00    0.00   44.68
19시 17분 10초    6   14.43    0.00    5.15   18.56    0.00    1.03    0.00    0.00    0.00   60.82
19시 17분 10초    7   15.00    0.00    5.00   19.00    0.00    2.00    0.00    0.00    0.00   59.00
19시 17분 10초    8   18.18    0.00    7.07   26.26    0.00    2.02    0.00    0.00    0.00   46.46
19시 17분 10초    9   24.75    0.00    9.90   19.80    0.00    2.97    0.00    0.00    0.00   42.57
19시 17분 10초   10   28.00    0.00   10.00   18.00    0.00    3.00    0.00    0.00    0.00   41.00
19시 17분 10초   11   32.35    0.00    7.84   18.63    0.00    1.96    0.00    0.00    0.00   39.22

19시 17분 10초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 11초  all   26.59    0.00    7.72   19.21    0.00    2.92    0.00    0.00    0.00   43.57
19시 17분 11초    0   17.17    0.00    5.05   22.22    0.00    3.03    0.00    0.00    0.00   52.53
19시 17분 11초    1   17.20    0.00    6.45   26.88    0.00    2.15    0.00    0.00    0.00   47.31
19시 17분 11초    2   14.43    0.00    5.15   21.65    0.00    4.12    0.00    0.00    0.00   54.64
19시 17분 11초    3   71.29    0.00   14.85    4.95    0.00    5.94    0.00    0.00    0.00    2.97
19시 17분 11초    4   35.42    0.00   10.42   15.62    0.00    2.08    0.00    0.00    0.00   36.46
19시 17분 11초    5   33.33    0.00    8.82   18.63    0.00    2.94    0.00    0.00    0.00   36.27
19시 17분 11초    6   14.74    0.00    5.26   20.00    0.00    2.11    0.00    0.00    0.00   57.89
19시 17분 11초    7   13.40    0.00    6.19   16.49    0.00    1.03    0.00    0.00    0.00   62.89
19시 17분 11초    8   13.40    0.00    8.25   25.77    0.00    2.06    0.00    0.00    0.00   50.52
19시 17분 11초    9   28.00    0.00    7.00   21.00    0.00    3.00    0.00    0.00    0.00   41.00
19시 17분 11초   10   30.61    0.00    7.14   19.39    0.00    3.06    0.00    0.00    0.00   39.80
19시 17분 11초   11   27.47    0.00    7.69   18.68    0.00    3.30    0.00    0.00    0.00   42.86

19시 17분 11초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 12초  all   28.28    0.00    7.24   18.35    0.00    2.95    0.00    0.00    0.00   43.18
19시 17분 12초    0   66.67    0.00    7.07    4.04    0.00    1.01    0.00    0.00    0.00   21.21
19시 17분 12초    1   16.00    0.00    6.00   22.00    0.00    3.00    0.00    0.00    0.00   53.00
19시 17분 12초    2   18.63    0.00    5.88   18.63    0.00    1.96    0.00    0.00    0.00   54.90
19시 17분 12초    3   42.00    0.00   10.00   17.00    0.00   13.00    0.00    0.00    0.00   18.00
19시 17분 12초    4   30.61    0.00    8.16   16.33    0.00    1.02    0.00    0.00    0.00   43.88
19시 17분 12초    5   27.37    0.00    6.32   17.89    0.00    3.16    0.00    0.00    0.00   45.26
19시 17분 12초    6   13.13    0.00    8.08   25.25    0.00    1.01    0.00    0.00    0.00   52.53
19시 17분 12초    7   25.74    0.00    5.94   24.75    0.00    1.98    0.00    0.00    0.00   41.58
19시 17분 12초    8   17.00    0.00    8.00   22.00    0.00    1.00    0.00    0.00    0.00   52.00
19시 17분 12초    9   21.05    0.00    9.47   14.74    0.00    2.11    0.00    0.00    0.00   52.63
19시 17분 12초   10   29.29    0.00    5.05   20.20    0.00    4.04    0.00    0.00    0.00   41.41
19시 17분 12초   11   32.00    0.00    7.00   17.00    0.00    2.00    0.00    0.00    0.00   42.00

19시 17분 12초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 13초  all   27.56    0.00    6.29   17.83    0.00    3.10    0.00    0.00    0.00   45.22
19시 17분 13초    0   29.70    0.00    6.93   17.82    0.00    2.97    0.00    0.00    0.00   42.57
19시 17분 13초    1   18.95    0.00    4.21   24.21    0.00    5.26    0.00    0.00    0.00   47.37
19시 17분 13초    2   88.78    0.00    3.06    3.06    0.00    0.00    0.00    0.00    0.00    5.10
19시 17분 13초    3   20.62    0.00   14.43   28.87    0.00    9.28    0.00    0.00    0.00   26.80
19시 17분 13초    4   23.23    0.00    7.07   16.16    0.00    3.03    0.00    0.00    0.00   50.51
19시 17분 13초    5   26.73    0.00    6.93   12.87    0.00    1.98    0.00    0.00    0.00   51.49
19시 17분 13초    6   20.83    0.00    4.17   19.79    0.00    1.04    0.00    0.00    0.00   54.17
19시 17분 13초    7   16.30    0.00    5.43   20.65    0.00    2.17    0.00    0.00    0.00   55.43
19시 17분 13초    8   12.63    0.00    5.26   22.11    0.00    3.16    0.00    0.00    0.00   56.84
19시 17분 13초    9   25.77    0.00    6.19   15.46    0.00    3.09    0.00    0.00    0.00   49.48
19시 17분 13초   10   25.53    0.00    4.26   17.02    0.00    2.13    0.00    0.00    0.00   51.06
19시 17분 13초   11   19.79    0.00    7.29   16.67    0.00    3.12    0.00    0.00    0.00   53.12

19시 17분 13초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 14초  all   28.04    0.00    6.43   19.30    0.00    3.09    0.00    0.00    0.00   43.14
19시 17분 14초    0   96.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 17분 14초    1   17.35    0.00    5.10   23.47    0.00    4.08    0.00    0.00    0.00   50.00
19시 17분 14초    2   19.39    0.00    6.12   26.53    0.00    1.02    0.00    0.00    0.00   46.94
19시 17분 14초    3   24.74    0.00   12.37   28.87    0.00   10.31    0.00    0.00    0.00   23.71
19시 17분 14초    4   26.60    0.00    6.38   17.02    0.00    2.13    0.00    0.00    0.00   47.87
19시 17분 14초    5   26.80    0.00    4.12   15.46    0.00    4.12    0.00    0.00    0.00   49.48
19시 17분 14초    6   15.46    0.00    4.12   25.77    0.00    0.00    0.00    0.00    0.00   54.64
19시 17분 14초    7   13.27    0.00    6.12   20.41    0.00    2.04    0.00    0.00    0.00   58.16
19시 17분 14초    8   20.41    0.00    4.08   21.43    0.00    3.06    0.00    0.00    0.00   51.02
19시 17분 14초    9   25.51    0.00    9.18   19.39    0.00    2.04    0.00    0.00    0.00   43.88
19시 17분 14초   10   25.25    0.00    8.08   18.18    0.00    6.06    0.00    0.00    0.00   42.42
19시 17분 14초   11   23.91    0.00    7.61   15.22    0.00    2.17    0.00    0.00    0.00   51.09

19시 17분 14초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 15초  all   28.40    0.00    6.34   18.34    0.00    2.96    0.00    0.00    0.00   43.96
19시 17분 15초    0   29.70    0.00    3.96   19.80    0.00    2.97    0.00    0.00    0.00   43.56
19시 17분 15초    1   77.78    0.00    3.03    7.07    0.00    1.01    0.00    0.00    0.00   11.11
19시 17분 15초    2   19.61    0.00    5.88   22.55    0.00    2.94    0.00    0.00    0.00   49.02
19시 17분 15초    3   28.00    0.00   11.00   30.00    0.00   10.00    0.00    0.00    0.00   21.00
19시 17분 15초    4   26.26    0.00    8.08   16.16    0.00    4.04    0.00    0.00    0.00   45.45
19시 17분 15초    5   26.80    0.00    6.19   16.49    0.00    2.06    0.00    0.00    0.00   48.45
19시 17분 15초    6   11.34    0.00    8.25   20.62    0.00    2.06    0.00    0.00    0.00   57.73
19시 17분 15초    7   14.43    0.00    4.12   19.59    0.00    1.03    0.00    0.00    0.00   60.82
19시 17분 15초    8   26.00    0.00    5.00   21.00    0.00    3.00    0.00    0.00    0.00   45.00
19시 17분 15초    9   27.55    0.00    7.14   15.31    0.00    1.02    0.00    0.00    0.00   48.98
19시 17분 15초   10   25.26    0.00    7.37   15.79    0.00    2.11    0.00    0.00    0.00   49.47
19시 17분 15초   11   27.55    0.00    6.12   15.31    0.00    3.06    0.00    0.00    0.00   47.96

19시 17분 15초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 16초  all   28.14    0.00    6.84   19.57    0.00    2.42    0.00    0.00    0.00   43.03
19시 17분 16초    0   63.27    0.00    5.10   10.20    0.00    1.02    0.00    0.00    0.00   20.41
19시 17분 16초    1   51.49    0.00    3.96   12.87    0.00    1.98    0.00    0.00    0.00   29.70
19시 17분 16초    2   19.79    0.00    6.25   26.04    0.00    2.08    0.00    0.00    0.00   45.83
19시 17분 16초    3   26.80    0.00   13.40   28.87    0.00    8.25    0.00    0.00    0.00   22.68
19시 17분 16초    4   25.77    0.00    8.25   15.46    0.00    2.06    0.00    0.00    0.00   48.45
19시 17분 16초    5   26.32    0.00    8.42   15.79    0.00    3.16    0.00    0.00    0.00   46.32
19시 17분 16초    6   11.70    0.00    5.32   25.53    0.00    2.13    0.00    0.00    0.00   55.32
19시 17분 16초    7   16.84    0.00    3.16   25.26    0.00    0.00    0.00    0.00    0.00   54.74
19시 17분 16초    8   16.33    0.00    6.12   22.45    0.00    2.04    0.00    0.00    0.00   53.06
19시 17분 16초    9   27.27    0.00    7.07   15.15    0.00    3.03    0.00    0.00    0.00   47.47
19시 17분 16초   10   23.66    0.00    9.68   20.43    0.00    1.08    0.00    0.00    0.00   45.16
19시 17분 16초   11   26.09    0.00    5.43   17.39    0.00    2.17    0.00    0.00    0.00   48.91

19시 17분 16초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 17초  all   27.89    0.00    6.89   19.13    0.00    3.15    0.00    0.00    0.00   42.94
19시 17분 17초    0   41.41    0.00    6.06   17.17    0.00    3.03    0.00    0.00    0.00   32.32
19시 17분 17초    1   47.52    0.00    1.98   12.87    0.00    2.97    0.00    0.00    0.00   34.65
19시 17분 17초    2   47.96    0.00    4.08   19.39    0.00    1.02    0.00    0.00    0.00   27.55
19시 17분 17초    3   16.48    0.00   10.99   27.47    0.00   14.29    0.00    0.00    0.00   30.77
19시 17분 17초    4   25.00    0.00   11.00   14.00    0.00    2.00    0.00    0.00    0.00   48.00
19시 17분 17초    5   24.00    0.00   10.00   16.00    0.00    2.00    0.00    0.00    0.00   48.00
19시 17분 17초    6   15.22    0.00    6.52   27.17    0.00    1.09    0.00    0.00    0.00   50.00
19시 17분 17초    7   19.79    0.00    3.12   29.17    0.00    2.08    0.00    0.00    0.00   45.83
19시 17분 17초    8   17.35    0.00    5.10   22.45    0.00    2.04    0.00    0.00    0.00   53.06
19시 17분 17초    9   27.72    0.00    6.93   12.87    0.00    2.97    0.00    0.00    0.00   49.50
19시 17분 17초   10   23.00    0.00    9.00   17.00    0.00    3.00    0.00    0.00    0.00   48.00
19시 17분 17초   11   27.00    0.00    8.00   16.00    0.00    2.00    0.00    0.00    0.00   47.00

19시 17분 17초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 18초  all   26.99    0.00    6.34   20.65    0.00    2.91    0.00    0.00    0.00   43.10
19시 17분 18초    0   19.61    0.00    5.88   23.53    0.00    2.94    0.00    0.00    0.00   48.04
19시 17분 18초    1   98.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 17분 18초    2   15.46    0.00    6.19   28.87    0.00    4.12    0.00    0.00    0.00   45.36
19시 17분 18초    3   22.58    0.00    8.60   33.33    0.00   11.83    0.00    0.00    0.00   23.66
19시 17분 18초    4   22.34    0.00    8.51   21.28    0.00    2.13    0.00    0.00    0.00   45.74
19시 17분 18초    5   28.00    0.00    6.00   19.00    0.00    2.00    0.00    0.00    0.00   45.00
19시 17분 18초    6   18.18    0.00    8.08   23.23    0.00    2.02    0.00    0.00    0.00   48.48
19시 17분 18초    7   12.24    0.00    4.08   25.51    0.00    1.02    0.00    0.00    0.00   57.14
19시 17분 18초    8   15.46    0.00    4.12   25.77    0.00    4.12    0.00    0.00    0.00   50.52
19시 17분 18초    9   21.51    0.00    8.60   19.35    0.00    1.08    0.00    0.00    0.00   49.46
19시 17분 18초   10   23.71    0.00    8.25   15.46    0.00    2.06    0.00    0.00    0.00   50.52
19시 17분 18초   11   24.74    0.00    6.19   13.40    0.00    2.06    0.00    0.00    0.00   53.61

19시 17분 18초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 19초  all   26.99    0.00    6.32   19.56    0.00    2.48    0.00    0.00    0.00   44.66
19시 17분 19초    0   20.00    0.00    4.00   23.00    0.00    4.00    0.00    0.00    0.00   49.00
19시 17분 19초    1   98.99    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 17분 19초    2   16.00    0.00    7.00   25.00    0.00    3.00    0.00    0.00    0.00   49.00
19시 17분 19초    3   22.45    0.00   12.24   23.47    0.00    8.16    0.00    0.00    0.00   33.67
19시 17분 19초    4   25.77    0.00    7.22   18.56    0.00    0.00    0.00    0.00    0.00   48.45
19시 17분 19초    5   24.74    0.00    7.22   20.62    0.00    2.06    0.00    0.00    0.00   45.36
19시 17분 19초    6   21.43    0.00    4.08   24.49    0.00    2.04    0.00    0.00    0.00   47.96
19시 17분 19초    7   11.70    0.00    5.32   28.72    0.00    0.00    0.00    0.00    0.00   54.26
19시 17분 19초    8   18.18    0.00    4.04   23.23    0.00    3.03    0.00    0.00    0.00   51.52
19시 17분 19초    9   20.62    0.00    8.25   13.40    0.00    2.06    0.00    0.00    0.00   55.67
19시 17분 19초   10   22.92    0.00    7.29   21.88    0.00    2.08    0.00    0.00    0.00   45.83
19시 17분 19초   11   19.79    0.00    8.33   12.50    0.00    3.12    0.00    0.00    0.00   56.25

19시 17분 19초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 20초  all   24.74    0.00    9.76   18.15    0.00    3.42    0.00    0.00    0.00   43.92
19시 17분 20초    0   20.20    0.00    5.05   23.23    0.00    4.04    0.00    0.00    0.00   47.47
19시 17분 20초    1   55.45    0.00   44.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 17분 20초    2   18.56    0.00    6.19   24.74    0.00    3.09    0.00    0.00    0.00   47.42
19시 17분 20초    3   23.96    0.00    6.25   26.04    0.00   14.58    0.00    0.00    0.00   29.17
19시 17분 20초    4   25.26    0.00    6.32   17.89    0.00    3.16    0.00    0.00    0.00   47.37
19시 17분 20초    5   27.72    0.00    6.93   17.82    0.00    1.98    0.00    0.00    0.00   45.54
19시 17분 20초    6   19.79    0.00    7.29   20.83    0.00    2.08    0.00    0.00    0.00   50.00
19시 17분 20초    7   14.14    0.00    5.05   19.19    0.00    2.02    0.00    0.00    0.00   59.60
19시 17분 20초    8   20.00    0.00    4.21   21.05    0.00    1.05    0.00    0.00    0.00   53.68
19시 17분 20초    9   21.98    0.00    5.49   17.58    0.00    4.40    0.00    0.00    0.00   50.55
19시 17분 20초   10   22.11    0.00    8.42   17.89    0.00    3.16    0.00    0.00    0.00   48.42
19시 17분 20초   11   26.21    0.00    9.71   12.62    0.00    1.94    0.00    0.00    0.00   49.51

19시 17분 20초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 21초  all   26.43    0.00    8.59   19.44    0.00    3.62    0.00    0.00    0.00   41.92
19시 17분 21초    0   25.49    0.00   12.75   20.59    0.00    3.92    0.00    0.00    0.00   37.25
19시 17분 21초    1   32.00    0.00   21.00   14.00    0.00    2.00    0.00    0.00    0.00   31.00
19시 17분 21초    2   45.45    0.00    7.07   12.12    0.00    2.02    0.00    0.00    0.00   33.33
19시 17분 21초    3   27.84    0.00   10.31   27.84    0.00   11.34    0.00    0.00    0.00   22.68
19시 17분 21초    4   23.96    0.00    7.29   18.75    0.00    3.12    0.00    0.00    0.00   46.88
19시 17분 21초    5   26.04    0.00    8.33   18.75    0.00    1.04    0.00    0.00    0.00   45.83
19시 17분 21초    6   18.63    0.00    5.88   20.59    0.00    3.92    0.00    0.00    0.00   50.98
19시 17분 21초    7   14.74    0.00    3.16   18.95    0.00    4.21    0.00    0.00    0.00   58.95
19시 17분 21초    8   17.17    0.00    5.05   25.25    0.00    3.03    0.00    0.00    0.00   49.49
19시 17분 21초    9   27.55    0.00    7.14   18.37    0.00    2.04    0.00    0.00    0.00   44.90
19시 17분 21초   10   31.43    0.00    8.57   18.10    0.00    2.86    0.00    0.00    0.00   39.05
19시 17분 21초   11   26.26    0.00    6.06   20.20    0.00    4.04    0.00    0.00    0.00   43.43

19시 17분 21초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 22초  all   26.77    0.00    6.48   20.12    0.00    2.76    0.00    0.00    0.00   43.87
19시 17분 22초    0   16.49    0.00    2.06   21.65    0.00    5.15    0.00    0.00    0.00   54.64
19시 17분 22초    1   13.27    0.00    6.12   21.43    0.00    3.06    0.00    0.00    0.00   56.12
19시 17분 22초    2   95.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 17분 22초    3   22.11    0.00   14.74   34.74    0.00   10.53    0.00    0.00    0.00   17.89
19시 17분 22초    4   24.47    0.00    7.45   19.15    0.00    1.06    0.00    0.00    0.00   47.87
19시 17분 22초    5   26.53    0.00    7.14   21.43    0.00    3.06    0.00    0.00    0.00   41.84
19시 17분 22초    6   20.62    0.00    5.15   23.71    0.00    2.06    0.00    0.00    0.00   48.45
19시 17분 22초    7   17.35    0.00    5.10   21.43    0.00    1.02    0.00    0.00    0.00   55.10
19시 17분 22초    8   10.53    0.00    3.16   21.05    0.00    0.00    0.00    0.00    0.00   65.26
19시 17분 22초    9   21.51    0.00    7.53   20.43    0.00    3.23    0.00    0.00    0.00   47.31
19시 17분 22초   10   24.49    0.00   10.20   18.37    0.00    1.02    0.00    0.00    0.00   45.92
19시 17분 22초   11   26.32    0.00    4.21   18.95    0.00    3.16    0.00    0.00    0.00   47.37

19시 17분 22초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 23초  all   26.58    0.00    7.72   19.27    0.00    3.16    0.00    0.00    0.00   43.27
19시 17분 23초    0   14.14    0.00    6.06   24.24    0.00    4.04    0.00    0.00    0.00   51.52
19시 17분 23초    1   19.19    0.00    4.04   24.24    0.00    2.02    0.00    0.00    0.00   50.51
19시 17분 23초    2   97.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 17분 23초    3   21.00    0.00   13.00   25.00    0.00   12.00    0.00    0.00    0.00   29.00
19시 17분 23초    4   27.72    0.00    6.93   17.82    0.00    2.97    0.00    0.00    0.00   44.55
19시 17분 23초    5   23.00    0.00   12.00   16.00    0.00    2.00    0.00    0.00    0.00   47.00
19시 17분 23초    6   16.67    0.00    4.17   25.00    0.00    2.08    0.00    0.00    0.00   52.08
19시 17분 23초    7   15.31    0.00    7.14   27.55    0.00    3.06    0.00    0.00    0.00   46.94
19시 17분 23초    8   12.75    0.00    3.92   18.63    0.00    1.96    0.00    0.00    0.00   62.75
19시 17분 23초    9   24.04    0.00   12.50   17.31    0.00    1.92    0.00    0.00    0.00   44.23
19시 17분 23초   10   23.53    0.00    8.82   18.63    0.00    3.92    0.00    0.00    0.00   45.10
19시 17분 23초   11   24.27    0.00   10.68   17.48    0.00    1.94    0.00    0.00    0.00   45.63

19시 17분 23초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 24초  all   28.90    0.00    7.12   18.90    0.00    3.05    0.00    0.00    0.00   42.03
19시 17분 24초    0   22.00    0.00    8.00   24.00    0.00    4.00    0.00    0.00    0.00   42.00
19시 17분 24초    1   18.18    0.00    8.08   22.22    0.00    2.02    0.00    0.00    0.00   49.49
19시 17분 24초    2   32.00    0.00    6.00   22.00    0.00    2.00    0.00    0.00    0.00   38.00
19시 17분 24초    3   62.89    0.00    9.28    9.28    0.00    7.22    0.00    0.00    0.00   11.34
19시 17분 24초    4   28.00    0.00    6.00   16.00    0.00    3.00    0.00    0.00    0.00   47.00
19시 17분 24초    5   30.00    0.00    8.00   14.00    0.00    3.00    0.00    0.00    0.00   45.00
19시 17분 24초    6   17.02    0.00    5.32   23.40    0.00    4.26    0.00    0.00    0.00   50.00
19시 17분 24초    7   37.37    0.00    7.07   19.19    0.00    2.02    0.00    0.00    0.00   34.34
19시 17분 24초    8   22.00    0.00    5.00   23.00    0.00    4.00    0.00    0.00    0.00   46.00
19시 17분 24초    9   24.74    0.00    7.22   17.53    0.00    1.03    0.00    0.00    0.00   49.48
19시 17분 24초   10   23.66    0.00    9.68   20.43    0.00    1.08    0.00    0.00    0.00   45.16
19시 17분 24초   11   28.71    0.00    5.94   15.84    0.00    2.97    0.00    0.00    0.00   46.53

19시 17분 24초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 25초  all   26.51    0.00    6.56   19.35    0.00    3.32    0.00    0.00    0.00   44.25
19시 17분 25초    0   20.00    0.00    5.71   20.00    0.00    4.76    0.00    0.00    0.00   49.52
19시 17분 25초    1   20.62    0.00    5.15   23.71    0.00    3.09    0.00    0.00    0.00   47.42
19시 17분 25초    2   14.29    0.00    4.40   25.27    0.00    2.20    0.00    0.00    0.00   53.85
19시 17분 25초    3   84.00    0.00    8.00    0.00    0.00    8.00    0.00    0.00    0.00    0.00
19시 17분 25초    4   24.75    0.00   11.88   15.84    0.00    4.95    0.00    0.00    0.00   42.57
19시 17분 25초    5   28.00    0.00    8.00   19.00    0.00    2.00    0.00    0.00    0.00   43.00
19시 17분 25초    6   19.00    0.00    6.00   24.00    0.00    3.00    0.00    0.00    0.00   48.00
19시 17분 25초    7   13.68    0.00    5.26   23.16    0.00    2.11    0.00    0.00    0.00   55.79
19시 17분 25초    8   17.53    0.00    4.12   21.65    0.00    1.03    0.00    0.00    0.00   55.67
19시 17분 25초    9   22.92    0.00    5.21   22.92    0.00    1.04    0.00    0.00    0.00   47.92
19시 17분 25초   10   26.53    0.00    8.16   17.35    0.00    4.08    0.00    0.00    0.00   43.88
19시 17분 25초   11   24.73    0.00    6.45   20.43    0.00    3.23    0.00    0.00    0.00   45.16

19시 17분 25초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 17분 26초  all   25.51    0.00    6.67   21.11    0.00    3.04    0.00    0.00    0.00   43.67
19시 17분 26초    0   16.83    0.00    6.93   21.78    0.00    2.97    0.00    0.00    0.00   51.49
19시 17분 26초    1   13.68    0.00    5.26   29.47    0.00    3.16    0.00    0.00    0.00   48.42
19시 17분 26초    2   16.00    0.00    6.00   19.00    0.00    2.00    0.00    0.00    0.00   57.00
19시 17분 26초    3   66.35    0.00    6.73    7.69    0.00   10.58    0.00    0.00    0.00    8.65
19시 17분 26초    4   24.74    0.00    8.25   22.68    0.00    1.03    0.00    0.00    0.00   43.30
19시 17분 26초    5   24.49    0.00    7.14   17.35    0.00    3.06    0.00    0.00    0.00   47.96
19시 17분 26초    6   39.58    0.00    5.21   18.75    0.00    2.08    0.00    0.00    0.00   34.38
19시 17분 26초    7   16.16    0.00    6.06   24.24    0.00    3.03    0.00    0.00    0.00   50.51
19시 17분 26초    8   12.37    0.00    5.15   26.80    0.00    4.12    0.00    0.00    0.00   51.55
19시 17분 26초    9   22.45    0.00    6.12   22.45    0.00    1.02    0.00    0.00    0.00   47.96
19시 17분 26초   10   27.45    0.00    8.82   19.61    0.00    0.98    0.00    0.00    0.00   43.14
