19시 10분 34초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 05초    1   85.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 13분 05초    2   19.00    0.00    5.00   27.00    0.00    2.00    0.00    0.00    0.00   47.00
19시 13분 05초    3   24.49    0.00   13.27   26.53    0.00   11.22    0.00    0.00    0.00   24.49
19시 13분 05초    4   28.57    0.00    8.16   16.33    0.00    2.04    0.00    0.00    0.00   44.90
19시 13분 05초    5   26.04    0.00    8.33   16.67    0.00    4.17    0.00    0.00    0.00   44.79
19시 13분 05초    6   11.96    0.00    5.43   22.83    0.00    1.09    0.00    0.00    0.00   58.70
19시 13분 05초    7   11.58    0.00    3.16   23.16    0.00    1.05    0.00    0.00    0.00   61.05
19시 13분 05초    8   17.71    0.00    8.33   29.17    0.00    2.08    0.00    0.00    0.00   42.71
19시 13분 05초    9   28.16    0.00    9.71   17.48    0.00    2.91    0.00    0.00    0.00   41.75
19시 13분 05초   10   27.08    0.00    8.33   17.71    0.00    3.12    0.00    0.00    0.00   43.75
19시 13분 05초   11   27.00    0.00    9.00   16.00    0.00    1.00    0.00    0.00    0.00   47.00

19시 13분 05초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 06초  all   27.81    0.00    7.78   20.03    0.00    3.04    0.00    0.00    0.00   41.34
19시 13분 06초    0   16.49    0.00    6.19   25.77    0.00    1.03    0.00    0.00    0.00   50.52
19시 13분 06초    1   38.00    0.00    8.00   17.00    0.00    2.00    0.00    0.00    0.00   35.00
19시 13분 06초    2   33.67    0.00    5.10   19.39    0.00    1.02    0.00    0.00    0.00   40.82
19시 13분 06초    3   24.21    0.00    9.47   32.63    0.00   13.68    0.00    0.00    0.00   20.00
19시 13분 06초    4   27.72    0.00    7.92   17.82    0.00    2.97    0.00    0.00    0.00   43.56
19시 13분 06초    5   27.84    0.00    5.15   16.49    0.00    2.06    0.00    0.00    0.00   48.45
19시 13분 06초    6   53.54    0.00   16.16   10.10    0.00    0.00    0.00    0.00    0.00   20.20
19시 13분 06초    7   16.00    0.00    7.00   24.00    0.00    4.00    0.00    0.00    0.00   49.00
19시 13분 06초    8   18.63    0.00    6.86   28.43    0.00    2.94    0.00    0.00    0.00   43.14
19시 13분 06초    9   25.00    0.00    6.00   15.00    0.00    3.00    0.00    0.00    0.00   51.00
19시 13분 06초   10   24.74    0.00    8.25   19.59    0.00    2.06    0.00    0.00    0.00   45.36
19시 13분 06초   11   27.84    0.00    7.22   14.43    0.00    2.06    0.00    0.00    0.00   48.45

19시 13분 06초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 07초  all   28.04    0.00    7.65   19.29    0.00    2.63    0.00    0.00    0.00   42.40
19시 13분 07초    0   13.73    0.00    4.90   19.61    0.00    3.92    0.00    0.00    0.00   57.84
19시 13분 07초    1   54.08    0.00    7.14   13.27    0.00    1.02    0.00    0.00    0.00   24.49
19시 13분 07초    2   21.21    0.00    3.03   24.24    0.00    2.02    0.00    0.00    0.00   49.49
19시 13분 07초    3   26.32    0.00   10.53   28.42    0.00   11.58    0.00    0.00    0.00   23.16
19시 13분 07초    4   30.61    0.00    6.12   19.39    0.00    2.04    0.00    0.00    0.00   41.84
19시 13분 07초    5   23.66    0.00    7.53   17.20    0.00    3.23    0.00    0.00    0.00   48.39
19시 13분 07초    6   51.52    0.00   14.14   14.14    0.00    1.01    0.00    0.00    0.00   19.19
19시 13분 07초    7   13.54    0.00    6.25   22.92    0.00    1.04    0.00    0.00    0.00   56.25
19시 13분 07초    8   19.61    0.00    4.90   18.63    0.00    1.96    0.00    0.00    0.00   54.90
19시 13분 07초    9   29.70    0.00    8.91   17.82    0.00    1.98    0.00    0.00    0.00   41.58
19시 13분 07초   10   28.12    0.00    8.33   18.75    0.00    0.00    0.00    0.00    0.00   44.79
19시 13분 07초   11   24.49    0.00   10.20   17.35    0.00    2.04    0.00    0.00    0.00   45.92

19시 13분 07초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 08초  all   28.31    0.00    7.45   18.76    0.00    3.27    0.00    0.00    0.00   42.21
19시 13분 08초    0   20.00    0.00    9.00   25.00    0.00    3.00    0.00    0.00    0.00   43.00
19시 13분 08초    1   77.78    0.00    5.05    5.05    0.00    1.01    0.00    0.00    0.00   11.11
19시 13분 08초    2   35.05    0.00    6.19   18.56    0.00    3.09    0.00    0.00    0.00   37.11
19시 13분 08초    3   26.53    0.00   10.20   25.51    0.00   12.24    0.00    0.00    0.00   25.51
19시 13분 08초    4   26.47    0.00    7.84   14.71    0.00    3.92    0.00    0.00    0.00   47.06
19시 13분 08초    5   27.45    0.00    9.80   16.67    0.00    0.98    0.00    0.00    0.00   45.10
19시 13분 08초    6   19.00    0.00    6.00   22.00    0.00    3.00    0.00    0.00    0.00   50.00
19시 13분 08초    7   13.40    0.00    4.12   26.80    0.00    2.06    0.00    0.00    0.00   53.61
19시 13분 08초    8   16.49    0.00    5.15   20.62    0.00    1.03    0.00    0.00    0.00   56.70
19시 13분 08초    9   28.16    0.00   10.68   18.45    0.00    0.00    0.00    0.00    0.00   42.72
19시 13분 08초   10   24.00    0.00    9.00   17.00    0.00    4.00    0.00    0.00    0.00   46.00
19시 13분 08초   11   25.25    0.00    6.06   15.15    0.00    5.05    0.00    0.00    0.00   48.48

19시 13분 08초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 09초  all   27.83    0.00    7.02   18.49    0.00    3.60    0.00    0.00    0.00   43.07
19시 13분 09초    0   23.23    0.00    3.03   24.24    0.00    5.05    0.00    0.00    0.00   44.44
19시 13분 09초    1   19.19    0.00    6.06   20.20    0.00    5.05    0.00    0.00    0.00   49.49
19시 13분 09초    2   96.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 13분 09초    3   21.05    0.00   12.63   30.53    0.00   10.53    0.00    0.00    0.00   25.26
19시 13분 09초    4   27.00    0.00    8.00   16.00    0.00    2.00    0.00    0.00    0.00   47.00
19시 13분 09초    5   22.92    0.00    7.29   14.58    0.00    3.12    0.00    0.00    0.00   52.08
19시 13분 09초    6   21.65    0.00    4.12   22.68    0.00    4.12    0.00    0.00    0.00   47.42
19시 13분 09초    7   20.20    0.00   10.10   26.26    0.00    2.02    0.00    0.00    0.00   41.41
19시 13분 09초    8   13.86    0.00    8.91   21.78    0.00    3.96    0.00    0.00    0.00   51.49
19시 13분 09초    9   21.51    0.00    7.53   17.20    0.00    2.15    0.00    0.00    0.00   51.61
19시 13분 09초   10   23.96    0.00    7.29   12.50    0.00    2.08    0.00    0.00    0.00   54.17
19시 13분 09초   11   21.51    0.00    5.38   16.13    0.00    3.23    0.00    0.00    0.00   53.76

19시 13분 09초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 10초  all   28.09    0.00    5.36   20.31    0.00    3.20    0.00    0.00    0.00   43.04
19시 13분 10초    0   15.46    0.00    7.22   27.84    0.00    5.15    0.00    0.00    0.00   44.33
19시 13분 10초    1   18.75    0.00    5.21   22.92    0.00    2.08    0.00    0.00    0.00   51.04
19시 13분 10초    2   83.00    0.00    1.00    3.00    0.00    2.00    0.00    0.00    0.00   11.00
19시 13분 10초    3   34.02    0.00    7.22   21.65    0.00   10.31    0.00    0.00    0.00   26.80
19시 13분 10초    4   26.32    0.00    7.37   17.89    0.00    2.11    0.00    0.00    0.00   46.32
19시 13분 10초    5   23.16    0.00    7.37   13.68    0.00    2.11    0.00    0.00    0.00   53.68
19시 13분 10초    6   20.41    0.00    7.14   25.51    0.00    2.04    0.00    0.00    0.00   44.90
19시 13분 10초    7   23.47    0.00    4.08   31.63    0.00    3.06    0.00    0.00    0.00   37.76
19시 13분 10초    8   17.35    0.00    3.06   26.53    0.00    2.04    0.00    0.00    0.00   51.02
19시 13분 10초    9   22.58    0.00    5.38   15.05    0.00    3.23    0.00    0.00    0.00   53.76
19시 13분 10초   10   25.81    0.00    3.23   19.35    0.00    2.15    0.00    0.00    0.00   49.46
19시 13분 10초   11   24.74    0.00    6.19   18.56    0.00    2.06    0.00    0.00    0.00   48.45

19시 13분 10초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 11초  all   28.17    0.00    5.79   20.26    0.00    2.89    0.00    0.00    0.00   42.89
19시 13분 11초    0   13.27    0.00    5.10   19.39    0.00    4.08    0.00    0.00    0.00   58.16
19시 13분 11초    1   19.19    0.00    5.05   23.23    0.00    2.02    0.00    0.00    0.00   50.51
19시 13분 11초    2   14.58    0.00    4.17   25.00    0.00    4.17    0.00    0.00    0.00   52.08
19시 13분 11초    3   84.00    0.00    6.00    2.00    0.00    5.00    0.00    0.00    0.00    3.00
19시 13분 11초    4   31.31    0.00    9.09   20.20    0.00    4.04    0.00    0.00    0.00   35.35
19시 13분 11초    5   31.63    0.00    8.16   20.41    0.00    2.04    0.00    0.00    0.00   37.76
19시 13분 11초    6   17.39    0.00    3.26   26.09    0.00    1.09    0.00    0.00    0.00   52.17
19시 13분 11초    7   20.41    0.00    2.04   24.49    0.00    4.08    0.00    0.00    0.00   48.98
19시 13분 11초    8   18.56    0.00    4.12   22.68    0.00    2.06    0.00    0.00    0.00   52.58
19시 13분 11초    9   22.92    0.00    6.25   22.92    0.00    2.08    0.00    0.00    0.00   45.83
19시 13분 11초   10   29.29    0.00    8.08   20.20    0.00    2.02    0.00    0.00    0.00   40.40
19시 13분 11초   11   33.01    0.00    7.77   17.48    0.00    1.94    0.00    0.00    0.00   39.81

19시 13분 11초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 12초  all   26.72    0.00    6.27   20.96    0.00    2.92    0.00    0.00    0.00   43.13
19시 13분 12초    0   17.82    0.00    3.96   21.78    0.00    4.95    0.00    0.00    0.00   51.49
19시 13분 12초    1   20.20    0.00    6.06   23.23    0.00    3.03    0.00    0.00    0.00   47.47
19시 13분 12초    2   16.67    0.00    5.21   27.08    0.00    3.12    0.00    0.00    0.00   47.92
19시 13분 12초    3   60.82    0.00    8.25   13.40    0.00    5.15    0.00    0.00    0.00   12.37
19시 13분 12초    4   25.26    0.00    6.32   21.05    0.00    4.21    0.00    0.00    0.00   43.16
19시 13분 12초    5   60.20    0.00    5.10   12.24    0.00    0.00    0.00    0.00    0.00   22.45
19시 13분 12초    6   14.13    0.00    6.52   23.91    0.00    3.26    0.00    0.00    0.00   52.17
19시 13분 12초    7   16.84    0.00    5.26   22.11    0.00    1.05    0.00    0.00    0.00   54.74
19시 13분 12초    8   15.62    0.00    5.21   27.08    0.00    2.08    0.00    0.00    0.00   50.00
19시 13분 12초    9   20.00    0.00    7.37   20.00    0.00    3.16    0.00    0.00    0.00   49.47
19시 13분 12초   10   27.00    0.00    8.00   17.00    0.00    3.00    0.00    0.00    0.00   45.00
19시 13분 12초   11   25.00    0.00    8.00   23.00    0.00    2.00    0.00    0.00    0.00   42.00

19시 13분 12초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 13초  all   27.62    0.00    6.82   20.89    0.00    3.50    0.00    0.00    0.00   41.18
19시 13분 13초    0   18.56    0.00    5.15   22.68    0.00    5.15    0.00    0.00    0.00   48.45
19시 13분 13초    1   20.00    0.00    6.32   29.47    0.00    2.11    0.00    0.00    0.00   42.11
19시 13분 13초    2   21.21    0.00    7.07   25.25    0.00    2.02    0.00    0.00    0.00   44.44
19시 13분 13초    3   24.47    0.00    9.57   30.85    0.00   12.77    0.00    0.00    0.00   22.34
19시 13분 13초    4   28.00    0.00    7.00   17.00    0.00    4.00    0.00    0.00    0.00   44.00
19시 13분 13초    5   98.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
19시 13분 13초    6   16.16    0.00   10.10   23.23    0.00    3.03    0.00    0.00    0.00   47.47
19시 13분 13초    7   17.35    0.00    6.12   22.45    0.00    3.06    0.00    0.00    0.00   51.02
19시 13분 13초    8   19.19    0.00    7.07   27.27    0.00    2.02    0.00    0.00    0.00   44.44
19시 13분 13초    9   23.71    0.00    8.25   17.53    0.00    3.09    0.00    0.00    0.00   47.42
19시 13분 13초   10   22.92    0.00    7.29   17.71    0.00    4.17    0.00    0.00    0.00   47.92
19시 13분 13초   11   20.20    0.00    7.07   18.18    0.00    1.01    0.00    0.00    0.00   53.54

19시 13분 13초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 14초  all   27.15    0.00    5.81   20.99    0.00    2.95    0.00    0.00    0.00   43.10
19시 13분 14초    0   17.35    0.00    4.08   27.55    0.00    3.06    0.00    0.00    0.00   47.96
19시 13분 14초    1   19.39    0.00    4.08   21.43    0.00    1.02    0.00    0.00    0.00   54.08
19시 13분 14초    2   15.96    0.00    5.32   25.53    0.00    2.13    0.00    0.00    0.00   51.06
19시 13분 14초    3   40.00    0.00    6.67   25.56    0.00   10.00    0.00    0.00    0.00   17.78
19시 13분 14초    4   49.49    0.00    5.05   14.14    0.00    2.02    0.00    0.00    0.00   29.29
19시 13분 14초    5   64.00    0.00    6.00   10.00    0.00    2.00    0.00    0.00    0.00   18.00
19시 13분 14초    6   12.77    0.00    4.26   24.47    0.00    3.19    0.00    0.00    0.00   55.32
19시 13분 14초    7   18.37    0.00    6.12   21.43    0.00    1.02    0.00    0.00    0.00   53.06
19시 13분 14초    8   18.37    0.00    7.14   21.43    0.00    2.04    0.00    0.00    0.00   51.02
19시 13분 14초    9   23.40    0.00    4.26   20.21    0.00    4.26    0.00    0.00    0.00   47.87
19시 13분 14초   10   21.51    0.00    8.60   20.43    0.00    2.15    0.00    0.00    0.00   47.31
19시 13분 14초   11   23.71    0.00    8.25   20.62    0.00    3.09    0.00    0.00    0.00   44.33

19시 13분 14초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 15초  all   26.97    0.00    8.99   18.91    0.00    2.61    0.00    0.00    0.00   42.52
19시 13분 15초    0   30.39    0.00   19.61   14.71    0.00    0.98    0.00    0.00    0.00   34.31
19시 13분 15초    1   20.79    0.00    6.93   22.77    0.00    2.97    0.00    0.00    0.00   46.53
19시 13분 15초    2   21.21    0.00    7.07   24.24    0.00    2.02    0.00    0.00    0.00   45.45
19시 13분 15초    3   59.60    0.00   16.16    8.08    0.00    7.07    0.00    0.00    0.00    9.09
19시 13분 15초    4   26.00    0.00    9.00   15.00    0.00    4.00    0.00    0.00    0.00   46.00
19시 13분 15초    5   27.84    0.00    7.22   19.59    0.00    1.03    0.00    0.00    0.00   44.33
19시 13분 15초    6   21.00    0.00    7.00   25.00    0.00    3.00    0.00    0.00    0.00   44.00
19시 13분 15초    7   23.00    0.00    6.00   22.00    0.00    2.00    0.00    0.00    0.00   47.00
19시 13분 15초    8   19.00    0.00    6.00   23.00    0.00    4.00    0.00    0.00    0.00   48.00
19시 13분 15초    9   23.40    0.00    5.32   18.09    0.00    1.06    0.00    0.00    0.00   52.13
19시 13분 15초   10   26.73    0.00    8.91   15.84    0.00    0.99    0.00    0.00    0.00   47.52
19시 13분 15초   11   24.74    0.00    8.25   18.56    0.00    2.06    0.00    0.00    0.00   46.39

19시 13분 15초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 16초  all   23.16    0.00   11.54   21.63    0.00    2.71    0.00    0.00    0.00   40.97
19시 13분 16초    0   19.79    0.00    6.25   30.21    0.00    2.08    0.00    0.00    0.00   41.67
19시 13분 16초    1   19.19    0.00    6.06   24.24    0.00    2.02    0.00    0.00    0.00   48.48
19시 13분 16초    2   17.00    0.00    8.00   25.00    0.00    2.00    0.00    0.00    0.00   48.00
19시 13분 16초    3   23.71    0.00   12.37   28.87    0.00   10.31    0.00    0.00    0.00   24.74
19시 13분 16초    4   26.32    0.00    7.37   18.95    0.00    3.16    0.00    0.00    0.00   44.21
19시 13분 16초    5   41.00    0.00   58.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
19시 13분 16초    6   16.16    0.00    6.06   20.20    0.00    1.01    0.00    0.00    0.00   56.57
19시 13분 16초    7   19.80    0.00    6.93   26.73    0.00    2.97    0.00    0.00    0.00   43.56
19시 13분 16초    8   19.19    0.00    6.06   26.26    0.00    2.02    0.00    0.00    0.00   46.46
19시 13분 16초    9   27.08    0.00    6.25   18.75    0.00    1.04    0.00    0.00    0.00   46.88
19시 13분 16초   10   25.25    0.00    9.09   21.21    0.00    3.03    0.00    0.00    0.00   41.41
19시 13분 16초   11   23.47    0.00    5.10   19.39    0.00    3.06    0.00    0.00    0.00   48.98

19시 13분 16초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 17초  all   27.96    0.00    6.86   20.67    0.00    2.66    0.00    0.00    0.00   41.85
19시 13분 17초    0   17.89    0.00    5.26   28.42    0.00    3.16    0.00    0.00    0.00   45.26
19시 13분 17초    1   18.00    0.00    7.00   20.00    0.00    3.00    0.00    0.00    0.00   52.00
19시 13분 17초    2   24.75    0.00    6.93   25.74    0.00    2.97    0.00    0.00    0.00   39.60
19시 13분 17초    3   32.26    0.00    8.60   26.88    0.00    9.68    0.00    0.00    0.00   22.58
19시 13분 17초    4   51.00    0.00    8.00   12.00    0.00    1.00    0.00    0.00    0.00   28.00
19시 13분 17초    5   32.00    0.00   11.00   15.00    0.00    1.00    0.00    0.00    0.00   41.00
19시 13분 17초    6   15.31    0.00    9.18   23.47    0.00    1.02    0.00    0.00    0.00   51.02
19시 13분 17초    7   17.53    0.00    6.19   26.80    0.00    1.03    0.00    0.00    0.00   48.45
19시 13분 17초    8   15.05    0.00    3.23   24.73    0.00    2.15    0.00    0.00    0.00   54.84
19시 13분 17초    9   27.55    0.00    6.12   15.31    0.00    4.08    0.00    0.00    0.00   46.94
19시 13분 17초   10   27.17    0.00    3.26   20.65    0.00    2.17    0.00    0.00    0.00   46.74
19시 13분 17초   11   55.56    0.00    7.07   10.10    0.00    1.01    0.00    0.00    0.00   26.26

19시 13분 17초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 18초  all   29.10    0.00    6.52   20.00    0.00    3.26    0.00    0.00    0.00   41.12
19시 13분 18초    0   19.59    0.00    5.15   22.68    0.00    4.12    0.00    0.00    0.00   48.45
19시 13분 18초    1   17.02    0.00    5.32   26.60    0.00    4.26    0.00    0.00    0.00   46.81
19시 13분 18초    2   19.15    0.00    6.38   28.72    0.00    2.13    0.00    0.00    0.00   43.62
19시 13분 18초    3   26.00    0.00   11.00   28.00    0.00   12.00    0.00    0.00    0.00   23.00
19시 13분 18초    4   44.33    0.00    5.15   11.34    0.00    1.03    0.00    0.00    0.00   38.14
19시 13분 18초    5   22.68    0.00    6.19   18.56    0.00    3.09    0.00    0.00    0.00   49.48
19시 13분 18초    6   17.53    0.00    8.25   19.59    0.00    2.06    0.00    0.00    0.00   52.58
19시 13분 18초    7   21.43    0.00    6.12   26.53    0.00    4.08    0.00    0.00    0.00   41.84
19시 13분 18초    8   18.37    0.00    9.18   23.47    0.00    3.06    0.00    0.00    0.00   45.92
19시 13분 18초    9   31.68    0.00    5.94   14.85    0.00    1.98    0.00    0.00    0.00   45.54
19시 13분 18초   10   26.60    0.00    5.32   17.02    0.00    1.06    0.00    0.00    0.00   50.00
19시 13분 18초   11   83.67    0.00    4.08    3.06    0.00    0.00    0.00    0.00    0.00    9.18

19시 13분 18초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 19초  all   27.65    0.00    6.87   20.19    0.00    3.39    0.00    0.00    0.00   41.90
19시 13분 19초    0   21.57    0.00    3.92   26.47    0.00    5.88    0.00    0.00    0.00   42.16
19시 13분 19초    1   18.18    0.00    7.07   25.25    0.00    2.02    0.00    0.00    0.00   47.47
19시 13분 19초    2   15.62    0.00    6.25   22.92    0.00    2.08    0.00    0.00    0.00   53.12
19시 13분 19초    3   44.21    0.00    7.37   22.11    0.00   11.58    0.00    0.00    0.00   14.74
19시 13분 19초    4   31.68    0.00   10.89   17.82    0.00    2.97    0.00    0.00    0.00   36.63
19시 13분 19초    5   70.71    0.00    6.06    6.06    0.00    1.01    0.00    0.00    0.00   16.16
19시 13분 19초    6   15.00    0.00    9.00   22.00    0.00    3.00    0.00    0.00    0.00   51.00
19시 13분 19초    7   17.35    0.00    6.12   22.45    0.00    3.06    0.00    0.00    0.00   51.02
19시 13분 19초    8   19.19    0.00    6.06   22.22    0.00    2.02    0.00    0.00    0.00   50.51
19시 13분 19초    9   23.66    0.00    7.53   17.20    0.00    2.15    0.00    0.00    0.00   49.46
19시 13분 19초   10   30.93    0.00    5.15   18.56    0.00    2.06    0.00    0.00    0.00   43.30
19시 13분 19초   11   24.00    0.00    7.00   19.00    0.00    3.00    0.00    0.00    0.00   47.00

19시 13분 19초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 20초  all   27.84    0.00    6.62   19.61    0.00    2.72    0.00    0.00    0.00   43.21
19시 13분 20초    0   27.27    0.00    5.05   22.22    0.00    4.04    0.00    0.00    0.00   41.41
19시 13분 20초    1   20.00    0.00    5.26   26.32    0.00    2.11    0.00    0.00    0.00   46.32
19시 13분 20초    2   49.49    0.00    5.05   11.11    0.00    1.01    0.00    0.00    0.00   33.33
19시 13분 20초    3   57.00    0.00    8.00   14.00    0.00    9.00    0.00    0.00    0.00   12.00
19시 13분 20초    4   27.00    0.00   10.00   17.00    0.00    1.00    0.00    0.00    0.00   45.00
19시 13분 20초    5   25.26    0.00    5.26   17.89    0.00    3.16    0.00    0.00    0.00   48.42
19시 13분 20초    6   16.67    0.00    8.82   20.59    0.00    2.94    0.00    0.00    0.00   50.98
19시 13분 20초    7   21.65    0.00    5.15   22.68    0.00    1.03    0.00    0.00    0.00   49.48
19시 13분 20초    8   18.63    0.00    4.90   26.47    0.00    2.94    0.00    0.00    0.00   47.06
19시 13분 20초    9   23.16    0.00    5.26   20.00    0.00    1.05    0.00    0.00    0.00   50.53
19시 13분 20초   10   20.62    0.00    9.28   18.56    0.00    3.09    0.00    0.00    0.00   48.45
19시 13분 20초   11   26.80    0.00    7.22   18.56    0.00    1.03    0.00    0.00    0.00   46.39

19시 13분 20초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 21초  all   27.56    0.00    7.90   18.74    0.00    2.94    0.00    0.00    0.00   42.86
19시 13분 21초    0   17.48    0.00    7.77   20.39    0.00    2.91    0.00    0.00    0.00   51.46
19시 13분 21초    1   15.53    0.00    7.77   24.27    0.00    2.91    0.00    0.00    0.00   49.51
19시 13분 21초    2   95.05    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 13분 21초    3   24.18    0.00    9.89   29.67    0.00   10.99    0.00    0.00    0.00   25.27
19시 13분 21초    4   25.25    0.00    9.09   18.18    0.00    3.03    0.00    0.00    0.00   44.44
19시 13분 21초    5   25.81    0.00    8.60   17.20    0.00    1.08    0.00    0.00    0.00   47.31
19시 13분 21초    6   16.16    0.00   10.10   20.20    0.00    1.01    0.00    0.00    0.00   52.53
19시 13분 21초    7   17.31    0.00    5.77   25.96    0.00    3.85    0.00    0.00    0.00   47.12
19시 13분 21초    8   12.24    0.00    7.14   22.45    0.00    1.02    0.00    0.00    0.00   57.14
19시 13분 21초    9   25.74    0.00    7.92   15.84    0.00    3.96    0.00    0.00    0.00   46.53
19시 13분 21초   10   23.96    0.00    8.33   17.71    0.00    3.12    0.00    0.00    0.00   46.88
19시 13분 21초   11   31.37    0.00    7.84   13.73    0.00    1.96    0.00    0.00    0.00   45.10

19시 13분 21초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 22초  all   28.80    0.00    7.85   18.03    0.00    3.26    0.00    0.00    0.00   42.07
19시 13분 22초    0   18.81    0.00    9.90   25.74    0.00    4.95    0.00    0.00    0.00   40.59
19시 13분 22초    1   59.79    0.00    5.15   10.31    0.00    0.00    0.00    0.00    0.00   24.74
19시 13분 22초    2   62.00    0.00    4.00   12.00    0.00    1.00    0.00    0.00    0.00   21.00
19시 13분 22초    3   26.21    0.00   10.68   25.24    0.00   12.62    0.00    0.00    0.00   25.24
19시 13분 22초    4   25.51    0.00    9.18   17.35    0.00    2.04    0.00    0.00    0.00   45.92
19시 13분 22초    5   29.70    0.00    4.95   12.87    0.00    3.96    0.00    0.00    0.00   48.51
19시 13분 22초    6   18.18    0.00   10.10   22.22    0.00    2.02    0.00    0.00    0.00   47.47
19시 13분 22초    7   16.67    0.00    6.25   27.08    0.00    3.12    0.00    0.00    0.00   46.88
19시 13분 22초    8   16.83    0.00    5.94   20.79    0.00    2.97    0.00    0.00    0.00   53.47
19시 13분 22초    9   23.00    0.00   10.00   14.00    0.00    3.00    0.00    0.00    0.00   50.00
19시 13분 22초   10   28.00    0.00    8.00   14.00    0.00    1.00    0.00    0.00    0.00   49.00
19시 13분 22초   11   21.57    0.00    9.80   14.71    0.00    1.96    0.00    0.00    0.00   51.96

19시 13분 22초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 23초  all   27.24    0.00    6.75   19.64    0.00    2.82    0.00    0.00    0.00   43.55
19시 13분 23초    0   42.00    0.00    6.00   16.00    0.00    2.00    0.00    0.00    0.00   34.00
19시 13분 23초    1   60.82    0.00    4.12   13.40    0.00    1.03    0.00    0.00    0.00   20.62
19시 13분 23초    2   21.65    0.00    4.12   25.77    0.00    2.06    0.00    0.00    0.00   46.39
19시 13분 23초    3   22.11    0.00   11.58   28.42    0.00    9.47    0.00    0.00    0.00   28.42
19시 13분 23초    4   27.37    0.00    5.26   13.68    0.00    2.11    0.00    0.00    0.00   51.58
19시 13분 23초    5   26.00    0.00    7.00   16.00    0.00    3.00    0.00    0.00    0.00   48.00
19시 13분 23초    6   15.15    0.00   10.10   24.24    0.00    2.02    0.00    0.00    0.00   48.48
19시 13분 23초    7   13.54    0.00    3.12   32.29    0.00    3.12    0.00    0.00    0.00   47.92
19시 13분 23초    8   28.57    0.00    6.12   17.35    0.00    3.06    0.00    0.00    0.00   44.90
19시 13분 23초    9   23.23    0.00    8.08   15.15    0.00    1.01    0.00    0.00    0.00   52.53
19시 13분 23초   10   25.00    0.00    9.00   15.00    0.00    2.00    0.00    0.00    0.00   49.00
19시 13분 23초   11   21.05    0.00    6.32   18.95    0.00    3.16    0.00    0.00    0.00   50.53

19시 13분 23초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 24초  all   27.91    0.00    6.89   20.51    0.00    2.55    0.00    0.00    0.00   42.13
19시 13분 24초    0   23.76    0.00    4.95   26.73    0.00    2.97    0.00    0.00    0.00   41.58
19시 13분 24초    1   73.00    0.00    6.00    7.00    0.00    0.00    0.00    0.00    0.00   14.00
19시 13분 24초    2   17.82    0.00    5.94   23.76    0.00    3.96    0.00    0.00    0.00   48.51
19시 13분 24초    3   23.91    0.00    8.70   30.43    0.00    8.70    0.00    0.00    0.00   28.26
19시 13분 24초    4   24.24    0.00    7.07   14.14    0.00    2.02    0.00    0.00    0.00   52.53
19시 13분 24초    5   21.74    0.00    6.52   14.13    0.00    1.09    0.00    0.00    0.00   56.52
